[INFO] 2024-02-21 20:30:08 Portas COM disponíveis:
[INFO] 2024-02-21 20:30:08 COM30
[INFO] 2024-02-21 20:30:08 COM65
[INFO] 2024-02-21 20:30:08 COM31
[INFO] 2024-02-21 20:30:08 COM35
[INFO] 2024-02-21 20:30:12 Serial RX started
[INFO] 2024-02-21 20:30:12 Serial TX started
[INFO] 2024-02-21 20:30:12 TX: b'restart\n'
[INFO] 2024-02-21 20:30:15 Serial RX started
[INFO] 2024-02-21 20:30:15 Serial TX started
[INFO] 2024-02-21 20:30:15 Meas -> TS: 790668	 LC: 50.91	 RS:1104
[INFO] 2024-02-21 20:30:16 Meas -> TS: 792202	 LC: 50.86	 RS:1104

[INFO] 2024-02-21 20:30:16 Meas -> TS: 792214	 LC: 50.88	 RS:1106

[INFO] 2024-02-21 20:30:16 Meas -> TS: 792224	 LC: 50.87	 RS:1112

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792234	 LC: 50.87	 RS:1109

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792246	 LC: 50.84	 RS:1107

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792256	 LC: 50.81	 RS:1105

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792268	 LC: 50.88	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792278	 LC: 50.84	 RS:1100

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792290	 LC: 50.86	 RS:1107

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792300	 LC: 50.92	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792310	 LC: 50.91	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792322	 LC: 50.86	 RS:1092

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792332	 LC: 50.85	 RS:1109

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792344	 LC: 50.89	 RS:1098

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792354	 LC: 50.88	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792366	 LC: 50.86	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792376	 LC: 50.89	 RS:1105

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792388	 LC: 50.93	 RS:1100

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792398	 LC: 50.88	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792408	 LC: 50.8	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792420	 LC: 50.81	 RS:1107

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792430	 LC: 50.86	 RS:1105

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792442	 LC: 50.82	 RS:1102

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792452	 LC: 50.8	 RS:1098

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792464	 LC: 50.82	 RS:1102

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792474	 LC: 50.91	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792486	 LC: 50.92	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792496	 LC: 50.93	 RS:1109

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792506	 LC: 50.91	 RS:1099

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792518	 LC: 50.87	 RS:1102

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792528	 LC: 50.79	 RS:1100

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792540	 LC: 50.78	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792550	 LC: 50.82	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792562	 LC: 50.86	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792572	 LC: 50.83	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792584	 LC: 50.84	 RS:1109

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792594	 LC: 50.83	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792604	 LC: 50.73	 RS:1110

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792616	 LC: 50.75	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792626	 LC: 50.84	 RS:1105

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792638	 LC: 50.89	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792648	 LC: 50.9	 RS:1109

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792660	 LC: 50.92	 RS:1109

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792670	 LC: 50.83	 RS:1112

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792682	 LC: 50.76	 RS:1111

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792692	 LC: 50.83	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792702	 LC: 50.83	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792714	 LC: 50.73	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792724	 LC: 50.78	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792736	 LC: 50.79	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792746	 LC: 50.79	 RS:1107

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792758	 LC: 50.81	 RS:1110

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792768	 LC: 50.83	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792780	 LC: 50.8	 RS:1105

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792790	 LC: 50.84	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792800	 LC: 50.83	 RS:1107

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792812	 LC: 50.8	 RS:1110

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792822	 LC: 50.82	 RS:1105

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792834	 LC: 50.83	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792844	 LC: 50.82	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792856	 LC: 50.84	 RS:1101

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792866	 LC: 50.89	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792878	 LC: 50.84	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792888	 LC: 50.79	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792898	 LC: 50.82	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792910	 LC: 50.85	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792920	 LC: 50.86	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792932	 LC: 50.82	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792942	 LC: 50.83	 RS:1100

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792954	 LC: 50.8	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792964	 LC: 50.84	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792976	 LC: 50.84	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792986	 LC: 50.86	 RS:1109

[INFO] 2024-02-21 20:30:17 Meas -> TS: 792996	 LC: 50.85	 RS:1102

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793008	 LC: 50.78	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793018	 LC: 50.73	 RS:1101

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793030	 LC: 50.75	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793040	 LC: 50.82	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793052	 LC: 50.88	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793062	 LC: 50.86	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793074	 LC: 50.81	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793084	 LC: 50.83	 RS:1100

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793094	 LC: 50.83	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793106	 LC: 50.92	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793116	 LC: 50.94	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793128	 LC: 50.88	 RS:1108

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793138	 LC: 50.83	 RS:1106

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793150	 LC: 50.77	 RS:1104

[INFO] 2024-02-21 20:30:17 Meas -> TS: 793160	 LC: 50.8	 RS:1106

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793172	 LC: 50.82	 RS:1107

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793182	 LC: 50.78	 RS:1099

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793192	 LC: 50.78	 RS:1100

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793204	 LC: 50.79	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793214	 LC: 50.78	 RS:1106

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793226	 LC: 50.75	 RS:1105

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793236	 LC: 50.79	 RS:1105

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793248	 LC: 50.85	 RS:1108

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793258	 LC: 50.85	 RS:1113

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793270	 LC: 50.89	 RS:1105

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793280	 LC: 50.74	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793290	 LC: 50.69	 RS:1102

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793302	 LC: 50.73	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793312	 LC: 50.76	 RS:1106

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793324	 LC: 50.76	 RS:1107

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793334	 LC: 50.7	 RS:1110

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793346	 LC: 50.75	 RS:1105

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793356	 LC: 50.9	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793368	 LC: 51.12	 RS:1100

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793378	 LC: 51.13	 RS:1097

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793388	 LC: 50.99	 RS:1101

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793400	 LC: 50.75	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793410	 LC: 50.48	 RS:1099

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793422	 LC: 50.33	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793432	 LC: 50.37	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793444	 LC: 50.55	 RS:1107

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793454	 LC: 50.62	 RS:1116

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793464	 LC: 50.63	 RS:1100

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793476	 LC: 51.08	 RS:1120

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793486	 LC: 53.54	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793498	 LC: 54.45	 RS:1095

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793508	 LC: 53.83	 RS:1088

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793520	 LC: 53.25	 RS:1109

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793530	 LC: 53.21	 RS:1112

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793542	 LC: 53.34	 RS:1116

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793552	 LC: 53.53	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793562	 LC: 53.7	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793574	 LC: 53.64	 RS:1108

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793584	 LC: 53.35	 RS:1099

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793596	 LC: 53.02	 RS:1114

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793606	 LC: 52.77	 RS:1108

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793618	 LC: 52.63	 RS:1106

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793628	 LC: 52.75	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793640	 LC: 53.19	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793650	 LC: 53.57	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793660	 LC: 53.72	 RS:1104

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793672	 LC: 53.95	 RS:1110

[INFO] 2024-02-21 20:30:18 Meas -> TS: 793682	 LC: 53.93	 RS:1116

